team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,33,72,1,9,25,34,11,29,18,2,2,17,28
ATLANTA HAWKS,240,39,82,4,14,20,31,15,23,17,8,5,13,25
DETROIT PISTONS,240,37,88,4,13,23,30,16,32,26,7,5,6,17
BOSTON CELTICS,240,34,75,5,12,15,20,8,36,23,4,4,15,19
SACRAMENTO KINGS,240,27,73,5,15,30,37,9,34,17,12,4,26,28
CHICAGO BULLS,240,32,78,2,9,22,29,8,35,18,14,8,23,29
MINNESOTA TIMBERWOLVES,240,42,81,3,11,25,33,13,28,22,7,4,16,25
DENVER NUGGETS,240,43,85,4,12,19,27,11,25,23,4,3,15,27
PORTLAND TRAIL BLAZERS,240,32,74,9,25,16,19,12,28,22,4,6,23,32
GOLDEN STATE WARRIORS,240,38,77,5,11,21,31,12,27,21,8,3,15,21
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,37,84,3,14,23,27,19,34,16,2,4,15,22
INDIANA PACERS,240,32,80,7,26,20,24,11,23,21,7,7,12,23
SEATTLE SUPERSONICS,240,44,98,11,31,13,16,15,25,23,12,2,9,30
LOS ANGELES LAKERS,240,36,65,9,16,37,48,8,35,22,5,7,18,16
CHARLOTTE BOBCATS,240,32,68,3,13,16,29,5,32,22,6,9,19,28
MEMPHIS GRIZZLIES,240,31,87,10,22,24,28,19,29,20,10,4,13,23
NEW JERSEY NETS,240,30,77,6,20,19,22,8,32,12,5,2,16,21
MIAMI HEAT,240,35,76,5,16,16,23,9,37,17,6,6,17,22
PHILADELPHIA 76ERS,240,37,66,8,11,23,33,3,19,23,11,3,15,29
ORLANDO MAGIC,240,39,73,2,9,23,33,14,30,18,7,3,23,28
UTAH JAZZ,240,38,81,4,9,28,34,10,38,21,6,2,18,33
PHOENIX SUNS,240,32,78,9,31,31,35,4,28,23,9,6,13,23
CLEVELAND CAVALIERS,240,33,74,4,9,18,30,8,41,16,6,5,11,29
SAN ANTONIO SPURS,240,29,69,5,15,18,34,5,35,16,2,2,12,24
MILWAUKEE BUCKS,240,38,86,5,20,11,14,11,27,22,7,3,15,20
TORONTO RAPTORS,240,47,88,9,21,6,10,13,31,27,7,8,15,15
