team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,30,83,2,12,20,28,15,35,16,4,7,10,21
BOSTON CELTICS,240,25,79,3,15,23,30,13,35,13,4,10,13,23
DETROIT PISTONS,240,37,71,7,17,22,27,9,22,19,11,2,11,24
CHARLOTTE BOBCATS,240,33,72,5,12,21,33,16,26,19,7,1,17,22
PHILADELPHIA 76ERS,290,43,82,6,11,26,27,8,30,21,4,3,17,26
CLEVELAND CAVALIERS,290,41,104,8,21,25,34,22,24,22,6,3,13,24
NEW JERSEY NETS,240,40,78,11,25,18,25,6,32,28,4,3,20,26
GOLDEN STATE WARRIORS,240,39,84,5,26,27,35,11,26,25,9,5,14,25
MIAMI HEAT,265,37,85,7,22,13,17,8,35,21,12,10,15,24
INDIANA PACERS,265,35,89,6,20,20,25,14,38,20,8,5,18,17
PHOENIX SUNS,240,38,82,9,21,27,38,9,30,23,9,2,16,22
NEW YORK KNICKS,240,41,87,4,21,21,25,10,33,23,5,2,21,35
MINNESOTA TIMBERWOLVES,265,39,81,4,9,16,23,8,32,21,9,2,15,26
PORTLAND TRAIL BLAZERS,265,41,95,5,18,14,20,18,34,15,4,3,15,22
MILWAUKEE BUCKS,240,37,78,8,21,24,30,9,30,19,5,0,13,23
SACRAMENTO KINGS,240,42,79,8,21,22,29,7,27,25,6,3,9,23
HOUSTON ROCKETS,240,36,72,6,15,12,14,6,32,20,7,7,20,14
SAN ANTONIO SPURS,240,37,88,2,16,9,14,10,30,23,7,5,11,16
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,35,83,7,17,11,14,11,38,17,3,6,13,22
TORONTO RAPTORS,240,33,80,6,17,18,27,8,32,17,6,4,6,14
MEMPHIS GRIZZLIES,265,45,87,16,26,26,35,8,27,34,8,6,11,27
UTAH JAZZ,265,54,98,5,14,17,29,18,38,39,4,9,14,32
