team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,43,95,9,19,20,27,12,32,31,9,2,10,30
DENVER NUGGETS,240,41,83,6,18,32,43,11,37,31,3,6,16,23
CHICAGO BULLS,240,43,80,7,11,13,15,11,37,25,5,3,18,24
DETROIT PISTONS,240,30,74,7,15,21,26,7,25,18,8,3,14,20
GOLDEN STATE WARRIORS,240,36,82,16,35,22,27,8,27,24,14,4,10,23
HOUSTON ROCKETS,240,31,75,15,37,22,29,13,36,19,5,4,23,21
LOS ANGELES LAKERS,240,34,80,4,12,10,15,12,23,17,9,6,15,21
LOS ANGELES CLIPPERS,240,33,78,4,11,20,25,15,30,25,9,11,13,18
BOSTON CELTICS,240,34,91,4,16,17,22,16,29,20,5,3,15,22
MILWAUKEE BUCKS,240,38,79,7,17,15,23,12,34,18,8,6,13,22
ATLANTA HAWKS,240,33,81,2,13,18,25,13,32,18,10,6,15,22
NEW JERSEY NETS,240,35,73,11,23,20,30,10,33,28,4,6,16,20
SEATTLE SUPERSONICS,265,39,94,8,28,6,8,12,26,14,7,4,13,21
NEW ORLEANS/OKLAHOMA CITY HORNETS,265,38,87,8,20,17,19,16,39,23,5,4,17,15
PHILADELPHIA 76ERS,240,36,74,2,14,18,28,3,25,20,11,4,10,19
NEW YORK KNICKS,240,33,75,5,20,19,24,13,36,12,7,1,20,27
TORONTO RAPTORS,240,35,71,9,19,32,39,8,19,19,13,3,15,24
ORLANDO MAGIC,240,39,75,6,12,24,30,12,29,20,9,3,23,28
UTAH JAZZ,240,34,79,5,17,16,25,17,28,27,7,4,18,19
PORTLAND TRAIL BLAZERS,240,31,68,8,19,24,28,4,28,19,11,7,16,21
CHARLOTTE BOBCATS,240,41,82,6,18,20,22,9,31,30,10,1,8,22
WASHINGTON WIZARDS,240,35,76,7,16,23,30,12,30,23,5,4,15,15
