team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,37,85,4,19,19,20,12,27,15,10,5,21,29
ATLANTA HAWKS,240,31,69,2,10,36,42,11,31,15,5,10,19,20
HOUSTON ROCKETS,240,40,78,15,28,16,24,15,28,31,12,6,18,25
BOSTON CELTICS,240,28,78,1,9,23,32,17,22,17,10,3,20,16
CLEVELAND CAVALIERS,265,43,93,2,13,13,24,15,33,20,6,2,8,29
DETROIT PISTONS,265,30,69,2,13,35,44,10,28,21,2,3,13,28
DENVER NUGGETS,240,33,86,8,23,22,29,14,35,17,11,8,17,17
GOLDEN STATE WARRIORS,240,41,93,16,34,12,14,13,37,31,10,9,17,25
CHICAGO BULLS,240,26,74,5,13,13,18,16,27,10,10,2,20,16
MIAMI HEAT,240,43,78,10,23,7,13,6,30,29,10,10,12,16
LOS ANGELES LAKERS,240,33,70,4,16,20,25,7,22,20,5,3,14,13
MILWAUKEE BUCKS,240,44,74,10,21,12,16,7,27,30,6,3,15,25
SEATTLE SUPERSONICS,240,35,92,5,23,14,16,16,27,18,12,2,11,21
PHILADELPHIA 76ERS,240,39,79,2,9,12,21,15,34,16,8,4,18,15
CHARLOTTE BOBCATS,265,42,95,6,16,16,21,16,37,23,6,2,13,20
PHOENIX SUNS,265,40,84,19,38,16,18,6,34,26,4,8,14,14
MEMPHIS GRIZZLIES,240,35,79,5,20,12,18,13,27,16,5,2,21,20
TORONTO RAPTORS,240,38,76,5,15,13,15,7,30,22,10,7,15,20
INDIANA PACERS,240,26,69,5,14,15,21,4,31,16,8,5,23,30
UTAH JAZZ,240,32,78,1,9,29,35,10,37,24,9,2,16,25
