team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MINNESOTA TIMBERWOLVES,240,36,72,6,12,15,19,4,27,23,3,7,12,16
ATLANTA HAWKS,240,36,75,6,13,21,22,8,28,23,8,5,13,16
MEMPHIS GRIZZLIES,240,40,72,4,13,31,39,8,36,20,4,7,19,26
CHARLOTTE BOBCATS,240,37,85,6,20,27,40,11,24,23,11,3,9,28
PHILADELPHIA 76ERS,240,35,71,2,4,28,33,6,22,19,11,8,11,17
INDIANA PACERS,240,41,80,4,10,10,13,6,25,22,6,4,17,24
CLEVELAND CAVALIERS,240,35,72,11,21,13,15,7,32,22,8,3,20,19
MILWAUKEE BUCKS,240,39,83,6,17,8,12,7,27,21,9,1,11,15
NEW JERSEY NETS,240,34,81,2,13,7,13,7,35,18,3,2,13,23
SAN ANTONIO SPURS,240,34,73,7,16,18,30,7,37,22,10,7,14,16
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,33,73,6,19,14,19,6,26,24,7,8,15,19
UTAH JAZZ,240,36,81,6,15,18,24,15,29,22,9,4,14,21
NEW YORK KNICKS,240,33,80,8,20,16,28,18,26,19,4,6,16,26
WASHINGTON WIZARDS,240,29,72,5,16,26,31,8,27,16,7,4,15,25
