team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,31,73,3,12,29,41,9,27,18,4,8,14,25
CHICAGO BULLS,240,41,81,9,23,21,31,14,35,28,7,5,9,28
INDIANA PACERS,240,39,85,5,13,18,30,20,34,26,6,6,26,33
DENVER NUGGETS,240,42,88,11,20,26,38,14,27,31,9,7,10,23
MILWAUKEE BUCKS,240,41,85,10,27,23,34,16,28,29,8,1,19,19
GOLDEN STATE WARRIORS,240,42,85,10,31,16,20,11,22,31,10,3,18,29
CLEVELAND CAVALIERS,240,22,78,6,23,13,20,11,30,12,6,2,10,23
HOUSTON ROCKETS,240,29,74,8,22,15,19,13,42,20,5,7,14,15
LOS ANGELES LAKERS,240,40,80,7,21,10,19,8,29,17,6,9,15,23
LOS ANGELES CLIPPERS,240,34,78,2,11,18,23,11,33,15,8,9,18,26
MIAMI HEAT,240,35,69,7,14,21,33,11,30,23,5,10,16,27
MEMPHIS GRIZZLIES,240,34,76,8,19,21,27,10,25,13,7,4,12,25
PHILADELPHIA 76ERS,240,38,93,1,10,30,35,18,32,19,11,5,11,26
NEW JERSEY NETS,240,42,86,6,16,22,33,14,32,28,3,4,14,23
TORONTO RAPTORS,240,32,80,8,19,31,33,11,29,21,4,3,14,18
NEW YORK KNICKS,240,39,87,6,23,16,20,12,32,27,4,4,15,27
SACRAMENTO KINGS,240,39,79,2,12,18,24,7,33,19,11,4,15,23
SAN ANTONIO SPURS,240,35,74,11,22,19,31,10,29,22,9,5,18,20
SEATTLE SUPERSONICS,240,33,71,8,19,33,39,5,26,15,9,3,16,23
UTAH JAZZ,240,41,80,5,13,22,30,10,30,32,6,3,17,28
