team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,32,80,4,19,15,23,13,35,17,6,3,18,23
CHARLOTTE BOBCATS,240,33,79,5,12,21,29,9,35,17,5,2,13,23
ATLANTA HAWKS,240,31,72,7,13,29,35,12,31,16,5,3,18,26
DETROIT PISTONS,240,36,88,7,14,24,29,18,30,16,8,4,8,23
DENVER NUGGETS,240,41,83,5,20,28,36,17,37,21,6,4,24,22
GOLDEN STATE WARRIORS,240,42,94,10,29,18,29,12,22,31,12,10,14,30
WASHINGTON WIZARDS,240,28,84,7,15,19,26,12,32,14,13,4,11,19
HOUSTON ROCKETS,240,31,75,10,26,14,19,12,45,18,4,8,20,20
SEATTLE SUPERSONICS,240,37,84,5,18,16,19,12,36,21,5,5,9,22
LOS ANGELES CLIPPERS,240,32,78,3,13,18,26,8,32,18,3,4,11,16
PHILADELPHIA 76ERS,240,34,78,10,17,16,25,11,33,26,7,6,16,35
MILWAUKEE BUCKS,240,32,71,4,13,30,42,12,29,24,4,5,14,26
NEW YORK KNICKS,240,32,73,2,10,23,28,11,25,11,1,1,17,28
MINNESOTA TIMBERWOLVES,240,38,72,5,9,26,34,7,30,26,9,6,13,22
INDIANA PACERS,240,31,77,5,12,24,29,11,34,17,7,2,19,30
ORLANDO MAGIC,240,34,69,2,8,26,43,7,34,12,8,5,16,25
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,34,85,1,14,14,19,13,27,7,10,1,11,17
PHOENIX SUNS,240,33,70,10,22,16,19,5,36,20,5,5,18,17
NEW JERSEY NETS,240,41,76,4,16,11,15,10,27,26,2,4,9,21
PORTLAND TRAIL BLAZERS,240,37,78,5,15,21,28,13,19,18,2,3,5,21
UTAH JAZZ,240,46,84,2,13,16,21,16,32,29,3,6,17,25
SACRAMENTO KINGS,240,34,80,9,17,24,32,11,23,20,6,6,11,22
MIAMI HEAT,240,33,74,3,9,17,24,6,28,15,6,5,15,21
SAN ANTONIO SPURS,240,41,83,9,20,15,19,10,33,22,8,7,16,22
CLEVELAND CAVALIERS,240,37,94,5,25,8,12,17,29,21,8,4,7,23
TORONTO RAPTORS,240,32,70,3,17,28,34,9,32,19,2,1,14,17
