team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,29,73,2,7,23,33,10,36,12,2,4,18,19
CHARLOTTE BOBCATS,240,31,81,8,18,19,22,10,30,19,12,4,14,26
MEMPHIS GRIZZLIES,240,21,69,1,7,23,37,8,29,14,5,6,25,23
CHICAGO BULLS,240,44,91,8,15,15,19,16,43,35,15,11,16,31
BOSTON CELTICS,240,29,81,3,12,12,14,12,35,14,5,8,15,16
DETROIT PISTONS,240,29,85,6,16,17,26,14,33,17,9,9,9,13
CLEVELAND CAVALIERS,240,39,78,3,10,23,33,10,28,19,7,0,8,22
LOS ANGELES CLIPPERS,240,33,71,3,7,23,28,6,31,23,3,4,14,24
NEW JERSEY NETS,240,40,82,7,16,11,14,11,19,26,13,2,17,27
MINNESOTA TIMBERWOLVES,240,37,65,3,8,32,35,8,28,21,6,3,21,25
ORLANDO MAGIC,240,38,82,9,17,16,20,10,28,15,5,7,11,20
PHOENIX SUNS,240,43,81,9,25,12,16,9,34,26,5,2,16,20
HOUSTON ROCKETS,265,39,88,12,31,25,28,9,31,26,3,1,9,28
SACRAMENTO KINGS,265,37,73,5,17,32,41,6,35,21,3,3,13,29
WASHINGTON WIZARDS,240,27,87,3,13,23,33,19,25,8,14,6,16,21
SAN ANTONIO SPURS,240,35,79,5,17,18,22,11,42,22,9,7,22,22
MIAMI HEAT,240,32,63,13,23,42,45,4,24,19,12,6,14,34
UTAH JAZZ,240,35,67,3,8,37,54,11,21,21,7,1,19,31
