team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,33,65,1,1,18,21,10,17,15,4,5,16,23
CHARLOTTE BOBCATS,240,42,65,5,9,15,22,5,20,26,4,5,13,24
UTAH JAZZ,240,33,79,3,14,26,36,10,33,25,9,4,16,28
CHICAGO BULLS,240,29,76,1,12,26,36,12,34,13,8,11,17,26
SACRAMENTO KINGS,240,27,76,4,15,16,30,8,32,17,5,3,13,23
DETROIT PISTONS,240,34,76,5,16,18,28,10,42,28,8,2,14,23
CLEVELAND CAVALIERS,265,43,90,6,25,14,28,12,45,28,11,7,27,21
GOLDEN STATE WARRIORS,265,39,98,12,28,14,21,11,34,29,16,6,19,24
DENVER NUGGETS,265,41,89,15,29,24,37,12,35,21,8,9,15,16
HOUSTON ROCKETS,265,43,96,12,26,15,19,16,32,27,6,3,16,29
NEW YORK KNICKS,240,34,65,8,17,32,38,9,30,19,0,4,20,28
INDIANA PACERS,240,39,89,6,18,22,27,14,19,16,11,6,9,25
MEMPHIS GRIZZLIES,240,34,71,5,20,18,25,6,29,25,6,5,21,17
LOS ANGELES CLIPPERS,240,46,90,1,5,19,22,12,31,33,11,4,12,22
ORLANDO MAGIC,240,32,70,9,17,21,32,8,36,18,6,3,18,28
NEW JERSEY NETS,240,33,78,10,27,25,32,12,30,25,9,5,10,24
LOS ANGELES LAKERS,240,36,81,10,27,21,26,14,23,17,4,2,9,24
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,41,85,8,18,23,29,17,29,20,7,7,9,20
BOSTON CELTICS,265,41,87,6,14,22,25,14,28,27,6,7,18,23
WASHINGTON WIZARDS,265,45,94,8,21,17,24,11,26,31,7,9,12,22
