team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,32,73,0,5,12,21,9,23,13,6,5,16,18
CLEVELAND CAVALIERS,240,44,77,6,14,16,26,11,33,33,12,5,12,19
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,45,83,5,17,17,20,10,23,26,5,3,13,16
HOUSTON ROCKETS,240,49,84,9,19,16,20,8,22,33,8,4,9,17
DENVER NUGGETS,240,45,86,10,28,18,22,12,23,27,7,3,21,32
MEMPHIS GRIZZLIES,240,48,83,4,6,33,43,14,24,29,14,6,16,21
CHARLOTTE BOBCATS,240,48,80,9,17,8,14,9,25,39,12,3,18,22
MILWAUKEE BUCKS,240,33,72,4,13,22,29,9,24,21,13,2,23,15
ORLANDO MAGIC,240,43,81,5,12,13,18,13,29,25,9,4,14,27
PHILADELPHIA 76ERS,240,29,74,6,11,23,32,13,25,16,7,0,15,15
SEATTLE SUPERSONICS,240,35,87,6,15,26,34,19,24,21,5,1,7,23
PORTLAND TRAIL BLAZERS,240,39,79,7,17,23,30,12,34,21,2,4,9,24
PHOENIX SUNS,240,43,82,10,23,30,31,6,36,31,11,7,12,23
UTAH JAZZ,240,38,86,5,11,17,29,13,31,25,1,1,15,24
