team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,265,32,88,3,15,26,32,14,42,18,6,7,14,26
ATLANTA HAWKS,265,33,89,3,24,19,30,13,36,14,9,6,10,26
MEMPHIS GRIZZLIES,240,27,75,4,14,26,33,11,21,13,7,3,12,24
DALLAS MAVERICKS,240,31,67,9,17,18,24,7,41,22,4,6,18,30
TORONTO RAPTORS,240,42,91,6,24,19,27,10,27,32,11,3,8,23
DENVER NUGGETS,240,41,91,11,27,24,29,18,40,24,6,4,20,24
HOUSTON ROCKETS,240,29,69,5,20,29,33,11,33,15,3,2,14,20
DETROIT PISTONS,240,39,84,7,21,19,23,11,32,25,6,6,6,24
SEATTLE SUPERSONICS,240,37,83,7,25,14,25,10,32,17,6,2,17,26
GOLDEN STATE WARRIORS,240,43,86,3,14,18,24,11,37,26,7,6,13,17
PHILADELPHIA 76ERS,265,37,86,5,14,18,25,10,23,20,10,2,16,31
LOS ANGELES CLIPPERS,265,35,75,0,7,33,40,13,36,23,10,7,23,23
INDIANA PACERS,240,34,80,11,26,23,37,15,30,24,6,9,15,24
MILWAUKEE BUCKS,240,36,78,6,13,22,29,10,34,21,6,5,15,29
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,39,81,4,10,17,20,10,27,17,5,3,14,22
MINNESOTA TIMBERWOLVES,240,35,85,5,14,21,27,18,32,25,7,4,15,16
PORTLAND TRAIL BLAZERS,240,31,66,4,14,20,23,5,36,22,10,4,9,26
NEW JERSEY NETS,240,23,69,2,12,20,32,14,29,17,2,2,13,22
BOSTON CELTICS,240,33,77,6,22,50,63,13,34,15,5,6,14,32
NEW YORK KNICKS,240,34,86,8,21,42,50,14,32,19,8,3,11,37
CHARLOTTE BOBCATS,240,31,78,1,17,20,26,11,32,19,9,2,16,18
ORLANDO MAGIC,240,36,78,5,10,20,27,14,33,21,7,7,15,21
PHOENIX SUNS,265,39,80,7,18,32,39,11,25,20,4,5,18,31
UTAH JAZZ,265,45,90,2,13,28,33,14,31,24,7,5,18,33
CLEVELAND CAVALIERS,240,39,83,6,19,15,16,11,26,28,6,4,14,22
WASHINGTON WIZARDS,240,40,84,8,18,23,29,15,26,19,7,6,12,17
