team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,31,76,2,20,33,39,10,25,14,5,8,20,28
CLEVELAND CAVALIERS,240,42,85,12,22,28,39,16,32,26,12,3,15,25
SEATTLE SUPERSONICS,240,41,87,4,13,16,17,19,27,22,8,3,13,24
DALLAS MAVERICKS,240,42,77,12,23,26,30,9,24,25,9,3,9,14
BOSTON CELTICS,240,37,80,3,8,19,31,13,27,15,11,1,20,40
INDIANA PACERS,240,37,69,0,7,29,46,10,30,20,7,5,18,23
MILWAUKEE BUCKS,240,30,74,6,15,14,21,11,23,15,7,1,19,18
MIAMI HEAT,240,47,78,7,13,9,16,8,35,29,14,6,12,19
LOS ANGELES LAKERS,240,37,85,10,26,10,17,14,19,18,9,3,11,20
NEW YORK KNICKS,240,37,75,5,13,20,26,14,34,15,6,3,21,16
DETROIT PISTONS,240,38,73,5,16,18,20,7,27,23,7,4,16,24
WASHINGTON WIZARDS,240,38,77,6,21,22,30,11,24,24,8,4,12,19
