team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,41,76,11,22,19,23,5,26,24,2,4,14,16
CHICAGO BULLS,240,48,90,8,13,7,8,12,29,29,6,2,13,22
SACRAMENTO KINGS,265,36,81,6,15,26,31,6,32,21,11,0,13,15
HOUSTON ROCKETS,265,43,89,13,29,10,16,13,37,25,9,7,17,22
NEW YORK KNICKS,240,39,78,6,20,23,32,13,28,22,4,3,11,21
LOS ANGELES LAKERS,240,37,87,11,27,21,24,17,23,27,6,3,14,29
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,41,103,6,19,16,27,24,34,21,10,5,16,28
MEMPHIS GRIZZLIES,240,36,84,12,30,24,33,13,36,21,11,8,18,25
PORTLAND TRAIL BLAZERS,240,33,78,8,15,11,15,17,21,13,1,5,15,14
MIAMI HEAT,240,44,79,4,13,12,16,9,23,19,8,14,7,19
DALLAS MAVERICKS,240,37,76,7,15,18,22,12,31,24,5,3,13,23
MILWAUKEE BUCKS,240,31,75,5,10,26,33,11,27,22,5,0,11,24
SAN ANTONIO SPURS,240,39,73,6,18,23,24,4,37,26,7,6,12,14
NEW JERSEY NETS,240,32,82,3,14,15,19,9,25,19,8,0,11,20
