team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,36,73,9,22,17,26,14,23,27,7,1,16,23
ATLANTA HAWKS,240,33,69,1,2,18,27,10,23,22,9,5,17,22
MILWAUKEE BUCKS,240,36,68,7,18,25,31,5,28,22,12,6,14,19
BOSTON CELTICS,240,41,88,6,20,14,17,15,26,22,6,3,18,23
CHARLOTTE BOBCATS,240,30,76,5,16,16,24,8,21,17,8,2,13,22
CHICAGO BULLS,240,39,76,8,16,14,19,9,33,28,7,4,17,21
UTAH JAZZ,240,37,71,5,13,25,31,15,35,25,2,3,17,25
DALLAS MAVERICKS,240,33,74,5,18,18,27,7,19,18,10,3,8,25
PORTLAND TRAIL BLAZERS,240,35,76,3,11,16,23,8,21,19,5,3,12,27
LOS ANGELES CLIPPERS,240,34,64,4,12,35,40,8,28,22,8,9,14,20
INDIANA PACERS,240,33,72,9,17,21,27,12,26,19,5,4,16,20
MIAMI HEAT,240,41,78,8,15,10,17,11,21,20,11,2,12,22
SAN ANTONIO SPURS,240,39,76,14,29,18,24,6,37,20,4,6,13,14
MINNESOTA TIMBERWOLVES,240,36,86,8,19,11,15,9,28,10,3,1,11,22
NEW YORK KNICKS,240,31,68,5,9,19,27,7,30,18,6,1,11,19
NEW JERSEY NETS,240,35,75,16,36,14,18,8,29,28,2,3,10,19
DENVER NUGGETS,240,44,84,5,15,14,20,10,27,23,9,12,8,13
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,43,92,6,25,13,16,17,30,16,5,5,11,16
LOS ANGELES LAKERS,240,35,89,7,20,8,12,11,36,15,5,8,9,18
PHOENIX SUNS,240,34,89,7,25,18,20,12,37,18,4,5,8,11
GOLDEN STATE WARRIORS,240,46,95,11,28,22,30,18,33,19,11,4,16,29
SACRAMENTO KINGS,240,34,78,8,21,32,44,12,29,21,9,2,20,20
DETROIT PISTONS,240,31,80,5,17,17,24,12,35,22,6,4,13,21
TORONTO RAPTORS,240,31,84,6,17,19,24,16,36,18,8,3,11,16
