team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,39,91,4,16,26,34,11,25,21,17,2,15,26
CHARLOTTE BOBCATS,240,39,82,2,15,21,30,18,31,24,9,7,29,30
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,31,68,2,13,12,19,10,28,13,7,5,23,22
LOS ANGELES CLIPPERS,240,32,77,6,15,22,25,13,22,19,10,4,15,21
MEMPHIS GRIZZLIES,240,28,73,7,21,18,26,11,30,14,9,7,19,17
LOS ANGELES LAKERS,240,36,80,4,16,15,19,9,33,26,7,3,18,21
HOUSTON ROCKETS,240,35,76,7,23,17,22,8,34,20,5,1,10,22
MIAMI HEAT,240,28,71,4,17,12,21,11,28,13,5,3,18,19
DALLAS MAVERICKS,240,38,69,7,17,20,23,9,23,21,6,3,14,24
PORTLAND TRAIL BLAZERS,240,35,76,5,15,21,22,12,18,17,7,1,15,24
TORONTO RAPTORS,240,35,84,6,24,16,19,10,25,20,6,4,18,23
SACRAMENTO KINGS,240,37,76,6,22,27,31,10,34,21,12,1,20,18
NEW JERSEY NETS,265,40,82,9,20,16,21,2,41,28,7,7,12,24
WASHINGTON WIZARDS,265,33,94,7,27,20,27,15,39,18,5,7,10,22
