team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,78,3,8,20,23,7,43,15,7,5,10,25
CHARLOTTE BOBCATS,240,27,82,4,21,18,27,12,36,17,7,4,11,18
DENVER NUGGETS,240,33,75,3,10,26,33,6,32,20,13,4,23,24
DALLAS MAVERICKS,240,45,88,4,9,21,28,11,34,22,12,7,17,25
GOLDEN STATE WARRIORS,240,36,82,8,22,10,15,7,28,25,10,7,19,26
LOS ANGELES CLIPPERS,240,37,79,4,9,25,35,11,37,31,10,8,19,22
PHILADELPHIA 76ERS,240,37,72,2,8,14,17,8,22,21,5,3,20,16
MILWAUKEE BUCKS,240,41,78,12,25,15,18,9,18,21,6,2,14,17
SEATTLE SUPERSONICS,240,27,80,7,18,10,12,10,25,14,7,3,13,19
SAN ANTONIO SPURS,240,41,77,8,16,12,15,9,32,32,9,7,11,13
BOSTON CELTICS,240,31,73,6,17,19,22,12,24,18,6,9,23,27
UTAH JAZZ,240,41,80,4,11,19,28,15,27,30,15,4,16,23
