team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,40,91,6,19,16,24,15,28,17,6,6,15,16
CHARLOTTE BOBCATS,240,51,89,6,13,14,21,8,33,36,7,3,9,19
DETROIT PISTONS,240,37,82,3,13,23,32,15,26,18,11,2,8,17
INDIANA PACERS,240,36,69,1,6,12,19,7,27,23,3,5,16,20
DENVER NUGGETS,240,40,83,5,10,26,36,10,32,23,7,7,14,22
LOS ANGELES LAKERS,240,40,90,3,17,22,26,7,34,30,3,6,14,24
PHOENIX SUNS,240,44,86,13,26,15,22,9,29,31,8,3,16,25
MEMPHIS GRIZZLIES,240,39,81,5,14,28,36,13,33,18,11,3,17,23
TORONTO RAPTORS,240,33,87,6,20,17,21,14,25,19,9,5,7,13
MIAMI HEAT,240,38,75,6,19,10,18,9,39,19,2,10,14,18
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,42,77,9,20,26,31,12,35,29,6,5,19,12
MILWAUKEE BUCKS,240,41,85,9,26,10,14,4,21,24,8,2,13,22
CLEVELAND CAVALIERS,240,39,83,3,12,20,26,14,34,24,11,2,10,18
MINNESOTA TIMBERWOLVES,240,30,71,7,19,21,24,6,30,23,4,3,18,24
DALLAS MAVERICKS,240,36,78,5,20,20,23,10,32,18,5,7,17,28
SACRAMENTO KINGS,240,30,77,5,17,28,40,12,28,19,9,3,15,20
SEATTLE SUPERSONICS,240,37,75,2,8,15,18,7,15,18,1,4,10,21
SAN ANTONIO SPURS,240,39,70,9,21,23,27,11,30,26,5,4,13,20
