team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,24,63,4,8,36,44,6,28,14,10,3,20,26
BOSTON CELTICS,240,41,81,6,15,21,28,11,33,27,11,5,17,32
SACRAMENTO KINGS,240,37,71,7,16,27,38,9,27,25,7,6,18,16
CHARLOTTE BOBCATS,240,43,92,12,20,13,16,16,26,26,8,2,13,28
PHOENIX SUNS,290,49,88,7,17,24,30,11,27,26,7,8,19,26
DALLAS MAVERICKS,290,47,104,10,18,23,31,27,28,18,8,3,18,29
LOS ANGELES CLIPPERS,240,38,81,5,13,24,25,12,26,24,9,5,17,19
HOUSTON ROCKETS,240,39,77,9,23,22,27,7,27,25,12,2,13,22
WASHINGTON WIZARDS,240,40,79,8,20,24,32,7,37,19,7,5,12,22
INDIANA PACERS,240,35,74,4,16,22,30,6,33,20,4,3,16,28
CLEVELAND CAVALIERS,240,46,85,8,20,18,25,11,34,24,8,8,9,27
MEMPHIS GRIZZLIES,240,37,80,2,9,20,35,14,26,17,8,7,14,18
UTAH JAZZ,240,34,77,6,12,16,19,13,20,20,10,4,22,20
ORLANDO MAGIC,240,39,70,0,9,23,29,10,28,18,9,7,22,18
CHICAGO BULLS,240,38,88,6,19,6,15,20,25,27,10,2,15,17
PHILADELPHIA 76ERS,240,35,70,2,8,15,17,4,26,24,5,7,14,20
DETROIT PISTONS,240,38,74,2,11,9,15,6,29,24,5,6,12,19
PORTLAND TRAIL BLAZERS,240,28,71,5,14,14,17,11,26,17,8,4,16,14
NEW YORK KNICKS,240,34,72,9,22,17,24,7,29,21,9,0,19,24
TORONTO RAPTORS,240,35,69,12,20,22,25,5,31,24,8,6,17,19
