team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,265,39,93,3,20,19,26,16,27,23,9,6,12,28
CHARLOTTE BOBCATS,265,37,83,9,16,25,31,14,32,20,2,6,20,23
LOS ANGELES CLIPPERS,240,32,63,5,7,34,40,6,31,17,9,7,17,23
CHICAGO BULLS,240,34,81,1,6,20,26,13,26,21,10,2,16,28
PHILADELPHIA 76ERS,240,29,77,1,11,16,17,19,21,10,8,4,18,17
DETROIT PISTONS,240,39,77,4,9,14,17,13,24,24,11,3,15,15
INDIANA PACERS,240,32,84,1,10,11,18,9,32,17,8,5,13,16
HOUSTON ROCKETS,240,31,79,5,21,19,21,12,41,23,6,4,17,18
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,42,70,7,14,23,26,8,22,23,7,5,17,18
MEMPHIS GRIZZLIES,240,40,78,6,20,17,19,10,20,17,10,4,16,25
DENVER NUGGETS,240,32,80,5,17,25,32,10,38,22,8,5,16,24
NEW JERSEY NETS,240,34,85,3,19,19,22,7,33,25,6,4,14,21
DALLAS MAVERICKS,240,34,64,3,10,21,27,4,36,16,4,5,14,19
NEW YORK KNICKS,240,28,78,6,15,15,30,18,22,16,10,4,9,21
MINNESOTA TIMBERWOLVES,240,34,86,4,13,18,21,10,36,20,6,0,14,12
PHOENIX SUNS,240,45,93,16,38,2,4,7,35,30,5,9,12,17
WASHINGTON WIZARDS,240,33,82,8,26,24,31,6,36,23,5,5,13,24
PORTLAND TRAIL BLAZERS,240,38,86,4,17,20,25,8,37,23,8,3,13,22
GOLDEN STATE WARRIORS,240,36,80,14,28,14,17,10,20,21,7,1,14,28
UTAH JAZZ,240,39,74,2,6,24,30,10,34,32,5,6,19,20
