team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,35,71,5,14,27,32,7,26,22,7,6,16,32
ATLANTA HAWKS,240,44,83,0,6,30,36,12,29,30,7,9,11,25
TORONTO RAPTORS,240,32,82,3,13,17,26,13,33,21,7,3,13,18
DETROIT PISTONS,240,42,80,6,16,10,17,3,39,31,7,7,11,20
DALLAS MAVERICKS,240,28,76,2,12,24,34,14,36,9,4,7,15,28
GOLDEN STATE WARRIORS,240,35,84,11,22,30,37,15,38,24,10,8,8,28
CLEVELAND CAVALIERS,240,39,79,5,12,15,23,8,34,29,9,2,12,26
PHILADELPHIA 76ERS,240,32,70,4,6,24,33,9,32,18,3,2,16,19
LOS ANGELES CLIPPERS,240,38,90,5,10,22,27,20,29,16,5,4,12,16
PHOENIX SUNS,240,37,86,10,32,15,18,10,27,25,8,6,10,20
ORLANDO MAGIC,240,33,66,3,9,26,31,10,33,16,1,10,17,31
WASHINGTON WIZARDS,240,28,80,8,26,25,44,18,24,16,6,8,9,20
