team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,35,71,9,18,15,26,6,29,22,6,2,14,22
BOSTON CELTICS,240,34,67,10,19,24,32,7,31,28,6,5,14,22
GOLDEN STATE WARRIORS,240,33,82,4,22,13,19,12,28,15,7,5,22,25
CHICAGO BULLS,240,38,77,10,21,27,34,12,33,29,8,3,20,23
ORLANDO MAGIC,240,39,80,9,15,14,19,11,33,24,7,4,25,28
DENVER NUGGETS,240,42,84,4,15,23,31,10,27,28,15,7,12,18
TORONTO RAPTORS,240,44,77,8,17,10,14,6,30,26,8,3,9,12
HOUSTON ROCKETS,240,39,80,7,21,5,7,8,25,21,6,2,9,14
SEATTLE SUPERSONICS,240,33,71,4,16,21,27,11,27,21,7,2,15,19
LOS ANGELES CLIPPERS,240,37,81,3,11,19,23,12,24,22,5,4,9,24
UTAH JAZZ,240,40,74,6,9,18,27,10,36,23,9,4,16,26
MEMPHIS GRIZZLIES,240,30,80,3,20,25,32,16,21,16,8,1,13,19
ATLANTA HAWKS,240,41,78,6,13,12,15,3,29,28,4,9,11,27
NEW ORLEANS/OKLAHOMA CITY HORNETS,240,36,83,5,8,30,38,14,32,23,8,5,9,14
PHOENIX SUNS,240,36,81,10,26,12,14,8,29,20,10,3,18,19
PHILADELPHIA 76ERS,240,38,87,5,7,18,18,16,34,22,7,1,20,19
CHARLOTTE BOBCATS,240,44,85,8,22,24,29,10,19,26,12,5,14,32
SACRAMENTO KINGS,240,42,67,14,22,37,50,6,23,24,9,3,17,21
MIAMI HEAT,240,33,79,9,26,17,25,16,33,22,6,6,11,20
WASHINGTON WIZARDS,240,29,81,7,25,18,24,13,30,19,6,7,11,17
