team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHOENIX SUNS,240,33,75,10,28,15,22,4,35,20,9,3,16,13,2015-12-01,away,loss,91.0,BROOKLYN NETS,94.0,0.3055555555555556,0.2631578947368421,39
BROOKLYN NETS,240,41,84,4,13,8,12,6,36,23,10,4,15,19,2015-12-01,home,win,94.0,PHOENIX SUNS,91.0,0.328,0.23529411764705882,42
WASHINGTON WIZARDS,240,39,83,7,28,12,16,2,37,23,7,5,12,23,2015-12-01,away,win,97.0,CLEVELAND CAVALIERS,85.0,0.319672131147541,0.2,39
CLEVELAND CAVALIERS,240,28,83,9,30,20,23,10,37,15,8,3,18,18,2015-12-01,home,loss,85.0,WASHINGTON WIZARDS,97.0,0.25225225225225223,0.23076923076923078,47
ORLANDO MAGIC,240,38,86,5,17,15,20,11,33,19,7,5,13,30,2015-12-01,away,win,96.0,MINNESOTA TIMBERWOLVES,93.0,0.3064516129032258,0.22727272727272727,44
MINNESOTA TIMBERWOLVES,240,29,77,4,19,31,38,12,34,14,7,11,13,20,2015-12-01,home,loss,93.0,ORLANDO MAGIC,96.0,0.27358490566037735,0.17391304347826086,46
MEMPHIS GRIZZLIES,240,43,90,2,10,25,26,13,36,21,3,4,6,23,2015-12-01,away,win,113.0,NEW ORLEANS PELICANS,104.0,0.3233082706766917,0.16666666666666666,49
NEW ORLEANS PELICANS,240,35,81,9,27,25,33,9,28,25,3,11,8,21,2015-12-01,home,loss,104.0,MEMPHIS GRIZZLIES,113.0,0.3017241379310345,0.25,37
LOS ANGELES LAKERS,240,33,89,8,34,17,24,12,34,15,4,2,11,19,2015-12-01,away,loss,91.0,PHILADELPHIA 76ERS,103.0,0.27049180327868855,0.19047619047619047,46
PHILADELPHIA 76ERS,240,37,79,14,32,15,23,10,37,28,6,8,15,18,2015-12-01,home,win,103.0,LOS ANGELES LAKERS,91.0,0.31896551724137934,0.30434782608695654,47
DALLAS MAVERICKS,265,43,94,9,29,20,24,12,37,23,7,5,12,17,2015-12-01,away,win,115.0,PORTLAND TRAIL BLAZERS,112.0,0.31386861313868614,0.23684210526315788,49
PORTLAND TRAIL BLAZERS,265,41,100,15,40,15,17,13,37,24,6,1,15,23,2015-12-01,home,loss,112.0,DALLAS MAVERICKS,115.0,0.2907801418439716,0.2727272727272727,50
