team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MIAMI HEAT,240,30,76,11,29,14,21,10,36,20,2,8,17,26,2016-04-25,away,loss,85.0,CHARLOTTE HORNETS,89.0,0.2830188679245283,0.275,46
CHARLOTTE HORNETS,240,30,75,4,16,25,30,6,30,10,7,7,9,20,2016-04-25,home,win,89.0,MIAMI HEAT,85.0,0.2857142857142857,0.2,36
DALLAS MAVERICKS,240,38,81,8,24,20,24,13,22,24,5,3,9,24,2016-04-25,away,loss,104.0,OKLAHOMA CITY THUNDER,118.0,0.31932773109243695,0.25,35
OKLAHOMA CITY THUNDER,240,41,81,10,30,26,32,14,28,19,6,5,8,22,2016-04-25,home,win,118.0,DALLAS MAVERICKS,104.0,0.3360655737704918,0.25,42
LOS ANGELES CLIPPERS,240,30,84,7,25,17,28,10,32,16,10,4,9,17,2016-04-25,away,loss,84.0,PORTLAND TRAIL BLAZERS,98.0,0.2631578947368421,0.21875,42
PORTLAND TRAIL BLAZERS,240,36,88,13,31,13,15,16,42,27,5,7,15,25,2016-04-25,home,win,98.0,LOS ANGELES CLIPPERS,84.0,0.2903225806451613,0.29545454545454547,58
