team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ORLANDO MAGIC,240,30,87,6,22,15,20,11,31,21,11,5,13,13,2016-01-18,away,loss,81.0,ATLANTA HAWKS,98.0,0.2564102564102564,0.21428571428571427,42
ATLANTA HAWKS,240,41,80,9,19,7,10,4,43,31,9,6,17,20,2016-01-18,home,win,98.0,ORLANDO MAGIC,81.0,0.33884297520661155,0.32142857142857145,47
UTAH JAZZ,290,44,104,15,45,16,20,15,34,27,6,7,10,28,2016-01-18,away,loss,119.0,CHARLOTTE HORNETS,124.0,0.2972972972972973,0.25,49
CHARLOTTE HORNETS,290,41,88,14,27,28,32,7,43,20,6,4,16,18,2016-01-18,home,win,124.0,UTAH JAZZ,119.0,0.3178294573643411,0.34146341463414637,50
GOLDEN STATE WARRIORS,240,46,85,19,40,21,27,6,31,33,7,2,8,25,2016-01-18,away,win,132.0,CLEVELAND CAVALIERS,98.0,0.3511450381679389,0.3220338983050847,37
CLEVELAND CAVALIERS,240,37,77,7,19,17,25,8,28,22,3,4,15,25,2016-01-18,home,loss,98.0,GOLDEN STATE WARRIORS,132.0,0.32456140350877194,0.2692307692307692,36
BOSTON CELTICS,265,40,94,12,30,21,26,13,36,24,9,3,12,30,2016-01-18,away,loss,113.0,DALLAS MAVERICKS,118.0,0.29850746268656714,0.2857142857142857,49
DALLAS MAVERICKS,265,40,93,16,34,22,24,11,40,23,4,2,14,21,2016-01-18,home,win,118.0,BOSTON CELTICS,113.0,0.3007518796992481,0.32,51
CHICAGO BULLS,240,44,84,9,21,14,20,6,32,28,6,6,10,16,2016-01-18,away,win,111.0,DETROIT PISTONS,101.0,0.34375,0.3,38
DETROIT PISTONS,240,42,95,5,26,12,20,20,30,18,8,2,11,16,2016-01-18,home,loss,101.0,CHICAGO BULLS,111.0,0.30656934306569344,0.16129032258064516,50
HOUSTON ROCKETS,265,44,88,11,32,33,52,16,36,31,8,5,14,28,2016-01-18,away,loss,132.0,LOS ANGELES CLIPPERS,140.0,0.3333333333333333,0.2558139534883721,52
LOS ANGELES CLIPPERS,265,47,91,22,37,24,33,9,32,28,10,6,12,30,2016-01-18,home,win,140.0,HOUSTON ROCKETS,132.0,0.34057971014492755,0.3728813559322034,41
NEW ORLEANS PELICANS,240,36,74,6,19,21,23,6,28,19,8,5,15,22,2016-01-18,away,loss,99.0,MEMPHIS GRIZZLIES,101.0,0.32727272727272727,0.24,34
MEMPHIS GRIZZLIES,240,35,75,8,19,23,30,11,29,27,9,3,10,25,2016-01-18,home,win,101.0,NEW ORLEANS PELICANS,99.0,0.3181818181818182,0.2962962962962963,40
PHILADELPHIA 76ERS,290,45,102,10,28,13,25,7,44,27,9,7,13,25,2016-01-18,away,loss,113.0,NEW YORK KNICKS,119.0,0.30612244897959184,0.2631578947368421,51
NEW YORK KNICKS,290,43,97,8,20,25,30,10,43,26,6,8,14,19,2016-01-18,home,win,119.0,PHILADELPHIA 76ERS,113.0,0.30714285714285716,0.2857142857142857,53
BROOKLYN NETS,240,39,76,5,14,17,19,8,32,24,4,4,14,18,2016-01-18,away,loss,100.0,TORONTO RAPTORS,112.0,0.3391304347826087,0.2631578947368421,40
TORONTO RAPTORS,240,43,85,13,24,13,18,8,28,24,8,4,7,17,2016-01-18,home,win,112.0,BROOKLYN NETS,100.0,0.3359375,0.35135135135135137,36
PORTLAND TRAIL BLAZERS,240,43,84,17,31,5,11,9,39,25,5,2,15,24,2016-01-18,away,win,108.0,WASHINGTON WIZARDS,98.0,0.33858267716535434,0.3541666666666667,48
WASHINGTON WIZARDS,240,37,77,9,21,15,20,4,31,25,6,3,9,16,2016-01-18,home,loss,98.0,PORTLAND TRAIL BLAZERS,108.0,0.32456140350877194,0.3,35
