team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,36,91,7,18,11,17,18,30,24,7,5,11,19,2016-03-07,away,loss,90.0,CHICAGO BULLS,100.0,0.28346456692913385,0.28,48
CHICAGO BULLS,240,39,78,10,25,12,15,6,38,35,5,11,18,18,2016-03-07,home,win,100.0,MILWAUKEE BUCKS,90.0,0.3333333333333333,0.2857142857142857,44
MINNESOTA TIMBERWOLVES,240,39,80,4,15,21,24,5,38,22,10,6,15,19,2016-03-07,away,loss,103.0,CHARLOTTE HORNETS,108.0,0.3277310924369748,0.21052631578947367,43
CHARLOTTE HORNETS,240,41,90,12,30,14,17,6,36,20,8,7,13,17,2016-03-07,home,win,108.0,MINNESOTA TIMBERWOLVES,103.0,0.31297709923664124,0.2857142857142857,42
MEMPHIS GRIZZLIES,240,41,86,6,20,18,22,9,26,23,16,8,16,26,2016-03-07,away,win,106.0,CLEVELAND CAVALIERS,103.0,0.3228346456692913,0.23076923076923078,35
CLEVELAND CAVALIERS,240,36,80,7,29,24,29,13,36,23,9,7,25,22,2016-03-07,home,loss,103.0,MEMPHIS GRIZZLIES,106.0,0.3103448275862069,0.19444444444444445,49
LOS ANGELES CLIPPERS,240,39,83,12,32,19,29,6,42,18,10,7,9,25,2016-03-07,away,win,109.0,DALLAS MAVERICKS,90.0,0.319672131147541,0.2727272727272727,48
DALLAS MAVERICKS,240,30,81,4,25,26,32,12,39,15,5,1,15,19,2016-03-07,home,loss,90.0,LOS ANGELES CLIPPERS,109.0,0.2702702702702703,0.13793103448275862,51
ORLANDO MAGIC,240,40,90,5,21,28,34,9,33,24,14,3,15,21,2016-03-07,away,loss,113.0,GOLDEN STATE WARRIORS,119.0,0.3076923076923077,0.19230769230769232,42
GOLDEN STATE WARRIORS,240,42,84,16,35,19,27,10,40,27,13,7,24,26,2016-03-07,home,win,119.0,ORLANDO MAGIC,113.0,0.3333333333333333,0.3137254901960784,50
SAN ANTONIO SPURS,240,34,96,4,28,19,22,18,34,15,5,6,8,19,2016-03-07,away,loss,91.0,INDIANA PACERS,99.0,0.26153846153846155,0.125,52
INDIANA PACERS,240,32,78,7,16,28,30,8,40,19,5,7,9,18,2016-03-07,home,win,99.0,SAN ANTONIO SPURS,91.0,0.2909090909090909,0.30434782608695654,48
SACRAMENTO KINGS,240,41,83,7,25,23,27,6,38,27,12,1,22,25,2016-03-07,away,loss,112.0,NEW ORLEANS PELICANS,115.0,0.33064516129032256,0.21875,44
NEW ORLEANS PELICANS,240,45,94,7,25,18,26,10,33,23,17,6,17,21,2016-03-07,home,win,115.0,SACRAMENTO KINGS,112.0,0.3237410071942446,0.21875,43
