team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
TORONTO RAPTORS,240,27,69,3,17,21,35,5,22,19,9,3,18,25,2016-05-25,away,loss,78.0,CLEVELAND CAVALIERS,116.0,0.28125,0.15,27
CLEVELAND CAVALIERS,240,44,77,10,21,18,24,10,38,23,11,6,16,26,2016-05-25,home,win,116.0,TORONTO RAPTORS,78.0,0.36363636363636365,0.3225806451612903,48
