team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
WASHINGTON WIZARDS,240,38,86,9,25,19,24,8,36,22,9,5,11,21,2016-02-06,away,loss,104.0,CHARLOTTE HORNETS,108.0,0.3064516129032258,0.2647058823529412,44
CHARLOTTE HORNETS,240,38,81,12,27,20,25,7,36,23,7,5,15,21,2016-02-06,home,win,108.0,WASHINGTON WIZARDS,104.0,0.31932773109243695,0.3076923076923077,43
NEW ORLEANS PELICANS,240,34,87,5,23,11,16,13,29,18,5,2,8,16,2016-02-06,away,loss,84.0,CLEVELAND CAVALIERS,99.0,0.2809917355371901,0.17857142857142858,42
CLEVELAND CAVALIERS,240,39,90,14,41,7,7,10,39,21,6,6,12,17,2016-02-06,home,win,99.0,NEW ORLEANS PELICANS,84.0,0.3023255813953488,0.2545454545454545,49
OKLAHOMA CITY THUNDER,240,36,85,7,22,29,37,12,38,22,10,5,15,18,2016-02-06,away,loss,108.0,GOLDEN STATE WARRIORS,116.0,0.2975206611570248,0.2413793103448276,50
GOLDEN STATE WARRIORS,240,48,97,7,26,13,20,13,33,24,7,4,10,23,2016-02-06,home,win,116.0,OKLAHOMA CITY THUNDER,108.0,0.3310344827586207,0.21212121212121213,46
PORTLAND TRAIL BLAZERS,240,35,87,11,35,15,23,20,34,21,15,6,21,21,2016-02-06,away,win,96.0,HOUSTON ROCKETS,79.0,0.28688524590163933,0.2391304347826087,54
HOUSTON ROCKETS,240,25,77,7,36,22,30,12,31,13,13,4,23,21,2016-02-06,home,loss,79.0,PORTLAND TRAIL BLAZERS,96.0,0.24509803921568626,0.16279069767441862,43
DETROIT PISTONS,240,38,79,12,33,16,31,11,27,14,7,3,14,26,2016-02-06,away,loss,104.0,INDIANA PACERS,112.0,0.3247863247863248,0.26666666666666666,38
INDIANA PACERS,240,41,76,6,11,24,29,8,33,21,7,1,16,25,2016-02-06,home,win,112.0,DETROIT PISTONS,104.0,0.3504273504273504,0.35294117647058826,41
DALLAS MAVERICKS,265,38,88,15,38,23,33,9,33,26,6,1,5,21,2016-02-06,away,win,114.0,MEMPHIS GRIZZLIES,110.0,0.30158730158730157,0.2830188679245283,42
MEMPHIS GRIZZLIES,265,44,88,9,23,13,23,7,44,27,3,4,11,24,2016-02-06,home,loss,110.0,DALLAS MAVERICKS,114.0,0.3333333333333333,0.28125,51
CHICAGO BULLS,240,40,85,8,20,17,19,9,22,27,5,4,11,17,2016-02-06,away,loss,105.0,MINNESOTA TIMBERWOLVES,112.0,0.32,0.2857142857142857,31
MINNESOTA TIMBERWOLVES,240,45,87,1,12,21,22,14,31,24,7,4,9,15,2016-02-06,home,win,112.0,CHICAGO BULLS,105.0,0.3409090909090909,0.07692307692307693,45
BROOKLYN NETS,240,35,76,5,15,23,26,9,27,19,5,5,19,17,2016-02-06,away,loss,98.0,PHILADELPHIA 76ERS,103.0,0.3153153153153153,0.25,36
PHILADELPHIA 76ERS,240,38,81,10,29,17,22,13,29,17,12,8,14,21,2016-02-06,home,win,103.0,BROOKLYN NETS,98.0,0.31932773109243695,0.2564102564102564,42
UTAH JAZZ,240,34,78,5,16,25,31,10,34,14,7,7,9,26,2016-02-06,away,win,98.0,PHOENIX SUNS,89.0,0.30357142857142855,0.23809523809523808,44
PHOENIX SUNS,240,30,80,9,24,20,26,12,27,19,3,6,10,23,2016-02-06,home,loss,89.0,UTAH JAZZ,98.0,0.2727272727272727,0.2727272727272727,39
LOS ANGELES LAKERS,240,34,86,10,30,24,27,13,33,19,5,3,8,22,2016-02-06,away,loss,102.0,SAN ANTONIO SPURS,106.0,0.2833333333333333,0.25,46
SAN ANTONIO SPURS,240,39,88,8,24,20,25,15,36,27,4,6,10,19,2016-02-06,home,win,106.0,LOS ANGELES LAKERS,102.0,0.30708661417322836,0.25,51
