team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,35,77,3,17,16,18,9,34,17,11,2,20,19,2016-03-30,away,loss,89.0,DALLAS MAVERICKS,91.0,0.3125,0.15,43
DALLAS MAVERICKS,240,35,85,8,25,13,17,14,28,18,7,1,15,15,2016-03-30,home,win,91.0,NEW YORK KNICKS,89.0,0.2916666666666667,0.24242424242424243,42
MIAMI HEAT,265,41,86,3,17,15,26,14,41,26,6,13,17,23,2016-03-30,away,loss,100.0,LOS ANGELES LAKERS,102.0,0.3228346456692913,0.15,55
LOS ANGELES LAKERS,265,37,102,6,20,22,29,19,30,14,9,5,9,21,2016-03-30,home,win,102.0,MIAMI HEAT,100.0,0.26618705035971224,0.23076923076923078,49
DENVER NUGGETS,240,38,78,13,29,20,24,11,31,24,4,7,14,29,2016-03-30,away,win,109.0,MEMPHIS GRIZZLIES,105.0,0.3275862068965517,0.30952380952380953,42
MEMPHIS GRIZZLIES,240,41,95,6,19,17,27,20,26,18,5,4,10,19,2016-03-30,home,loss,105.0,DENVER NUGGETS,109.0,0.3014705882352941,0.24,46
PHOENIX SUNS,240,38,84,5,24,13,17,15,34,23,6,4,22,23,2016-03-30,away,loss,94.0,MILWAUKEE BUCKS,105.0,0.3114754098360656,0.1724137931034483,49
MILWAUKEE BUCKS,240,37,77,6,15,25,34,9,29,21,13,9,13,23,2016-03-30,home,win,105.0,PHOENIX SUNS,94.0,0.32456140350877194,0.2857142857142857,38
LOS ANGELES CLIPPERS,240,37,84,9,31,16,18,7,34,26,8,9,7,17,2016-03-30,away,win,99.0,MINNESOTA TIMBERWOLVES,79.0,0.30578512396694213,0.225,41
MINNESOTA TIMBERWOLVES,240,30,87,8,23,11,17,14,39,20,2,1,16,15,2016-03-30,home,loss,79.0,LOS ANGELES CLIPPERS,99.0,0.2564102564102564,0.25806451612903225,53
WASHINGTON WIZARDS,240,43,89,9,26,16,20,10,32,30,6,4,20,19,2016-03-30,away,loss,111.0,SACRAMENTO KINGS,120.0,0.32575757575757575,0.2571428571428571,42
SACRAMENTO KINGS,240,47,84,8,18,18,25,6,34,27,13,6,16,15,2016-03-30,home,win,120.0,WASHINGTON WIZARDS,111.0,0.35877862595419846,0.3076923076923077,40
NEW ORLEANS PELICANS,240,36,80,8,17,12,18,11,33,27,6,0,17,17,2016-03-30,away,loss,92.0,SAN ANTONIO SPURS,100.0,0.3103448275862069,0.32,44
SAN ANTONIO SPURS,240,36,75,12,24,16,22,6,32,23,10,8,12,18,2016-03-30,home,win,100.0,NEW ORLEANS PELICANS,92.0,0.32432432432432434,0.3333333333333333,38
ATLANTA HAWKS,240,37,83,14,33,9,13,11,33,24,3,7,18,19,2016-03-30,away,loss,97.0,TORONTO RAPTORS,105.0,0.30833333333333335,0.2978723404255319,44
TORONTO RAPTORS,240,36,80,11,23,22,28,8,36,26,14,4,11,19,2016-03-30,home,win,105.0,ATLANTA HAWKS,97.0,0.3103448275862069,0.3235294117647059,44
GOLDEN STATE WARRIORS,265,39,89,12,35,13,18,9,37,19,6,6,18,21,2016-03-30,away,win,103.0,UTAH JAZZ,96.0,0.3046875,0.2553191489361702,46
UTAH JAZZ,265,37,92,9,32,13,29,16,38,14,11,2,15,23,2016-03-30,home,loss,96.0,GOLDEN STATE WARRIORS,103.0,0.2868217054263566,0.21951219512195122,54
