team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,265,39,98,12,38,20,31,11,46,27,9,6,12,23,2016-04-01,away,win,110.0,ATLANTA HAWKS,108.0,0.2846715328467153,0.24,57
ATLANTA HAWKS,265,38,95,9,30,23,26,5,43,25,5,8,15,27,2016-04-01,home,loss,108.0,CLEVELAND CAVALIERS,110.0,0.2857142857142857,0.23076923076923078,48
PHILADELPHIA 76ERS,240,33,90,10,39,15,21,9,39,24,5,7,9,20,2016-04-01,away,loss,91.0,CHARLOTTE HORNETS,100.0,0.2682926829268293,0.20408163265306123,48
CHARLOTTE HORNETS,240,36,84,7,27,21,27,8,47,23,9,6,11,14,2016-04-01,home,win,100.0,PHILADELPHIA 76ERS,91.0,0.3,0.20588235294117646,55
DALLAS MAVERICKS,240,39,85,8,24,12,14,8,40,18,4,5,10,18,2016-04-01,away,win,98.0,DETROIT PISTONS,89.0,0.31451612903225806,0.25,48
DETROIT PISTONS,240,31,81,13,33,14,24,12,35,23,4,4,11,17,2016-04-01,home,loss,89.0,DALLAS MAVERICKS,98.0,0.2767857142857143,0.2826086956521739,47
BOSTON CELTICS,240,41,87,8,23,19,30,11,33,28,10,1,14,14,2016-04-01,away,win,109.0,GOLDEN STATE WARRIORS,106.0,0.3203125,0.25806451612903225,44
GOLDEN STATE WARRIORS,240,38,83,20,43,10,13,8,33,25,12,7,22,24,2016-04-01,home,loss,106.0,BOSTON CELTICS,109.0,0.3140495867768595,0.31746031746031744,41
TORONTO RAPTORS,240,30,71,12,28,27,29,11,30,16,8,12,18,19,2016-04-01,away,win,99.0,MEMPHIS GRIZZLIES,95.0,0.297029702970297,0.3,41
MEMPHIS GRIZZLIES,240,37,91,7,19,14,17,18,24,16,13,7,14,25,2016-04-01,home,loss,95.0,TORONTO RAPTORS,99.0,0.2890625,0.2692307692307692,42
ORLANDO MAGIC,240,46,86,8,24,10,12,4,33,34,13,8,20,22,2016-04-01,away,loss,110.0,MILWAUKEE BUCKS,113.0,0.3484848484848485,0.25,37
MILWAUKEE BUCKS,240,47,86,4,17,15,25,9,31,31,14,6,16,15,2016-04-01,home,win,113.0,ORLANDO MAGIC,110.0,0.3533834586466165,0.19047619047619047,40
BROOKLYN NETS,240,36,101,4,24,15,20,20,32,20,11,2,11,11,2016-04-01,away,loss,91.0,NEW YORK KNICKS,105.0,0.26277372262773724,0.14285714285714285,52
NEW YORK KNICKS,240,42,84,14,23,7,7,7,39,24,4,8,17,12,2016-04-01,home,win,105.0,BROOKLYN NETS,91.0,0.3333333333333333,0.3783783783783784,46
WASHINGTON WIZARDS,240,38,86,10,26,20,25,9,35,22,6,7,12,24,2016-04-01,away,win,106.0,PHOENIX SUNS,99.0,0.3064516129032258,0.2777777777777778,44
PHOENIX SUNS,240,36,93,7,23,20,26,17,39,19,5,3,16,22,2016-04-01,home,loss,99.0,WASHINGTON WIZARDS,106.0,0.27906976744186046,0.23333333333333334,56
MIAMI HEAT,240,42,82,12,22,16,17,7,31,23,5,6,18,22,2016-04-01,away,win,112.0,SACRAMENTO KINGS,106.0,0.3387096774193548,0.35294117647058826,38
SACRAMENTO KINGS,240,38,87,7,21,23,29,16,25,20,7,5,13,16,2016-04-01,home,loss,106.0,MIAMI HEAT,112.0,0.304,0.25,41
MINNESOTA TIMBERWOLVES,240,35,79,9,23,6,10,10,24,25,11,1,15,20,2016-04-01,away,loss,85.0,UTAH JAZZ,98.0,0.30701754385964913,0.28125,34
UTAH JAZZ,240,38,72,8,22,14,23,11,32,13,9,5,15,11,2016-04-01,home,win,98.0,MINNESOTA TIMBERWOLVES,85.0,0.34545454545454546,0.26666666666666666,43
