team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
BOSTON CELTICS,240,40,90,11,28,16,24,10,30,26,10,6,15,21,2016-04-09,away,loss,107.0,ATLANTA HAWKS,118.0,0.3076923076923077,0.28205128205128205,40
ATLANTA HAWKS,240,46,88,17,33,9,11,5,39,31,10,10,17,22,2016-04-09,home,win,118.0,BOSTON CELTICS,107.0,0.34328358208955223,0.34,44
CLEVELAND CAVALIERS,240,36,83,19,40,11,18,12,30,24,5,5,15,18,2016-04-09,away,loss,102.0,CHICAGO BULLS,105.0,0.3025210084033613,0.3220338983050847,42
CHICAGO BULLS,240,40,89,8,24,17,21,13,32,19,8,6,12,22,2016-04-09,home,win,105.0,CLEVELAND CAVALIERS,102.0,0.31007751937984496,0.25,45
GOLDEN STATE WARRIORS,240,39,87,10,36,12,13,7,41,20,3,7,11,14,2016-04-09,away,win,100.0,MEMPHIS GRIZZLIES,99.0,0.30952380952380953,0.21739130434782608,48
MEMPHIS GRIZZLIES,240,37,96,7,21,18,20,17,37,19,8,4,6,16,2016-04-09,home,loss,99.0,GOLDEN STATE WARRIORS,100.0,0.2781954887218045,0.25,54
PHOENIX SUNS,240,43,83,10,25,25,31,11,42,27,6,8,17,25,2016-04-09,away,win,121.0,NEW ORLEANS PELICANS,100.0,0.3412698412698413,0.2857142857142857,53
NEW ORLEANS PELICANS,240,39,95,7,21,15,20,13,29,19,8,2,11,26,2016-04-09,home,loss,100.0,PHOENIX SUNS,121.0,0.291044776119403,0.25,42
MINNESOTA TIMBERWOLVES,240,41,84,5,13,19,25,13,24,24,8,7,11,18,2016-04-09,away,win,106.0,PORTLAND TRAIL BLAZERS,105.0,0.328,0.2777777777777778,37
PORTLAND TRAIL BLAZERS,240,40,80,9,24,16,18,11,26,19,2,4,17,20,2016-04-09,home,loss,105.0,MINNESOTA TIMBERWOLVES,106.0,0.3333333333333333,0.2727272727272727,37
OKLAHOMA CITY THUNDER,240,39,81,13,32,21,28,13,31,24,6,5,21,25,2016-04-09,away,loss,112.0,SACRAMENTO KINGS,114.0,0.325,0.28888888888888886,44
SACRAMENTO KINGS,240,45,94,13,32,11,20,16,24,22,12,4,11,23,2016-04-09,home,win,114.0,OKLAHOMA CITY THUNDER,112.0,0.3237410071942446,0.28888888888888886,40
